transaction_id,transaction_date,product_id,warehouse_id,supplier_id,transaction_type,quantity,unit_price,data_issue
TXN08892,2023-04-08,PRD032,WH002,,Sale,-1,349.99,0
TXN09076,2023-04-08,PRD034,WH001,,Sale,-1,552.18,0
TXN00632,2023-04-09,PRD003,WH003,,Sale,-14,128.18,0
TXN01513,2023-04-09,PRD006,WH003,,Sale,-11,150.0,0
TXN02957,2023-04-09,PRD011,WH001,,Sale,-55,56.89,0
TXN03863,2023-04-09,PRD014,WH003,,Sale,-6,96.92,0
TXN04167,2023-04-09,PRD015,WH002,,Sale,-55,47.9,0
TXN05334,2023-04-09,PRD019,WH002,,Sale,-85,72.28,0
TXN05337,2023-04-09,PRD019,WH003,,Sale,-33,76.13,0
TXN05905,2023-04-09,PRD021,WH002,,Sale,-36,26.67,0
TXN06486,2023-04-09,PRD023,WH001,,Sale,-234,21.7,0
TXN08894,2023-04-09,PRD032,WH003,,Sale,-1,354.62,0
TXN08981,2023-04-09,PRD033,WH002,,Sale,-1,1294.62,0
TXN09164,2023-04-09,PRD035,WH002,,Sale,-1,723.12,0
TXN00328,2023-04-10,PRD002,WH003,,Sale,-36,49.77,0
TXN01798,2023-04-10,PRD007,WH003,,Sale,-24,88.99,0
TXN03860,2023-04-10,PRD014,WH002,,Sale,-17,102.11,0
TXN04733,2023-04-10,PRD017,WH001,,Sale,-47,169.36,0
TXN05047,2023-04-10,PRD018,WH003,,Sale,-11,237.8,0
TXN06490,2023-04-10,PRD023,WH002,,Sale,-80,21.76,0
TXN07681,2023-04-10,PRD027,WH003,,Sale,-7,227.82,0
TXN08244,2023-04-10,PRD029,WH002,,Sale,-43,116.68,0
TXN08528,2023-04-10,PRD030,WH002,,Sale,-35,142.48,0
TXN00626,2023-04-11,PRD003,WH002,,Sale,-49,127.44,0
TXN01503,2023-04-11,PRD006,WH001,,Sale,-9,150.98,0
TXN01791,2023-04-11,PRD007,WH001,,Sale,-56,85.63,0
TXN02956,2023-04-11,PRD011,WH001,,Sale,-71,57.37,0
TXN03556,2023-04-11,PRD013,WH002,,Sale,-29,34.75,0
TXN03856,2023-04-11,PRD014,WH001,,Sale,-35,104.88,0
TXN03865,2023-04-11,PRD014,WH003,,Sale,-5,104.06,0
TXN04732,2023-04-11,PRD017,WH001,,Sale,-48,180.03,0
TXN04741,2023-04-11,PRD017,WH003,,Sale,-17,167.46,0
TXN05331,2023-04-11,PRD019,WH001,,Sale,-78,77.15,0
TXN05340,2023-04-11,PRD019,WH003,,Sale,-31,77.9,0
TXN06196,2023-04-11,PRD022,WH001,,Sale,-482,20.75,0
TXN07378,2023-04-11,PRD026,WH001,,Sale,-21,56.22,0
TXN07957,2023-04-11,PRD028,WH001,,Sale,-29,272.84,0
TXN07964,2023-04-11,PRD028,WH003,,Sale,-9,273.33,0
TXN08980,2023-04-11,PRD033,WH001,,Sale,-1,1342.12,0
TXN00622,2023-04-12,PRD003,WH001,,Sale,-29,124.7,0
TXN00909,2023-04-12,PRD004,WH001,,Sale,-29,146.75,0
TXN01792,2023-04-12,PRD007,WH001,,Sale,-78,82.32,0
TXN02104,2023-04-12,PRD008,WH003,,Sale,-16,91.74,0
TXN03256,2023-04-12,PRD012,WH002,,Sale,-38,145.93,0
TXN03258,2023-04-12,PRD012,WH003,,Sale,-37,145.28,0
TXN08889,2023-04-12,PRD032,WH001,,Sale,-1,364.34,0
TXN08984,2023-04-12,PRD033,WH002,,Sale,-1,1282.97,0
TXN00324,2023-04-13,PRD002,WH001,,Sale,-138,49.63,0
TXN01217,2023-04-13,PRD005,WH003,,Sale,-39,69.2,0
TXN01502,2023-04-13,PRD006,WH001,,Sale,-10,143.16,0
TXN02378,2023-04-13,PRD009,WH001,,Sale,-235,20.88,0
TXN02669,2023-04-13,PRD010,WH003,,Sale,-36,24.14,0
TXN04160,2023-04-13,PRD015,WH001,,Sale,-47,48.48,0
TXN05332,2023-04-13,PRD019,WH001,,Sale,-66,74.23,0
TXN05899,2023-04-13,PRD021,WH001,,Sale,-163,29.38,0
TXN05903,2023-04-13,PRD021,WH002,,Sale,-40,29.4,0
TXN07087,2023-04-13,PRD025,WH003,,Sale,-17,136.52,0
TXN07961,2023-04-13,PRD028,WH002,,Sale,-18,272.54,0
TXN08241,2023-04-13,PRD029,WH001,,Sale,-59,116.57,0
TXN08987,2023-04-13,PRD033,WH003,,Sale,-1,1365.05,0
TXN08989,2023-04-13,PRD033,WH003,,Sale,-1,1372.05,0
TXN09170,2023-04-13,PRD035,WH003,,Sale,-1,757.86,0
TXN09172,2023-04-13,PRD035,WH003,,Sale,-1,750.0,0
TXN00915,2023-04-14,PRD004,WH002,,Sale,-27,139.9,0
TXN03554,2023-04-14,PRD013,WH001,,Sale,-120,36.36,0
TXN03862,2023-04-14,PRD014,WH003,,Sale,-8,104.92,0
TXN04165,2023-04-14,PRD015,WH002,,Sale,-35,48.0,0
TXN05339,2023-04-14,PRD019,WH003,,Sale,-23,77.37,0
TXN06773,2023-04-14,PRD024,WH001,,Sale,-25,397.55,0
TXN07380,2023-04-14,PRD026,WH002,,Sale,-55,54.67,0
TXN07670,2023-04-14,PRD027,WH001,,Sale,-17,229.31,0
TXN08813,2023-04-14,PRD031,WH001,,Sale,-1,266.23,0
TXN08819,2023-04-14,PRD031,WH003,,Sale,-1,268.44,0
TXN09080,2023-04-14,PRD034,WH001,,Sale,-1,550.0,0
TXN00631,2023-04-15,PRD003,WH003,,Sale,-12,130.44,0
TXN00633,2023-04-15,PRD003,WH003,,Sale,-20,124.78,0
TXN00914,2023-04-15,PRD004,WH002,,Sale,-13,143.26,0
TXN01212,2023-04-15,PRD005,WH002,,Sale,-36,70.75,0
TXN01216,2023-04-15,PRD005,WH003,,Sale,-44,70.68,0
TXN01506,2023-04-15,PRD006,WH002,,Sale,-9,146.83,0
TXN01511,2023-04-15,PRD006,WH003,,Sale,-8,148.65,0
TXN02100,2023-04-15,PRD008,WH001,,Sale,-60,97.84,0
TXN02105,2023-04-15,PRD008,WH003,,Sale,-11,97.49,0
TXN02954,2023-04-15,PRD011,WH001,,Sale,-83,60.83,0
TXN02959,2023-04-15,PRD011,WH002,,Sale,-91,58.39,0
TXN03259,2023-04-15,PRD012,WH003,,Sale,-18,140.8,0
TXN04440,2023-04-15,PRD016,WH001,,Sale,-25,183.61,0
TXN08524,2023-04-15,PRD030,WH002,,Sale,-30,140.1,0
TXN08531,2023-04-15,PRD030,WH003,,Sale,-19,146.4,0
TXN08976,2023-04-15,PRD033,WH001,,Sale,-1,1350.0,0
TXN09082,2023-04-15,PRD034,WH002,,Sale,-1,527.48,0
TXN09162,2023-04-15,PRD035,WH001,,Sale,-1,732.17,0
TXN09167,2023-04-15,PRD035,WH002,,Sale,-1,782.24,0
TXN01213,2023-04-16,PRD005,WH002,,Sale,-53,67.69,0
TXN02384,2023-04-16,PRD009,WH002,,Sale,-128,20.97,0
TXN02671,2023-04-16,PRD010,WH003,,Sale,-24,23.98,0
TXN02960,2023-04-16,PRD011,WH003,,Sale,-36,60.48,0
TXN02963,2023-04-16,PRD011,WH003,,Sale,-16,56.77,0
TXN03855,2023-04-16,PRD014,WH001,,Sale,-21,104.47,0
TXN04164,2023-04-16,PRD015,WH002,,Sale,-33,47.69,0
TXN05039,2023-04-16,PRD018,WH002,,Sale,-30,246.34,0
TXN06485,2023-04-16,PRD023,WH001,,Sale,-268,22.39,0
TXN07088,2023-04-16,PRD025,WH003,,Sale,-9,138.44,0
TXN08240,2023-04-16,PRD029,WH001,,Sale,-65,115.62,0
TXN08816,2023-04-16,PRD031,WH003,,Sale,-1,267.92,0
TXN00046,2023-04-17,PRD001,WH003,,Sale,-68,27.86,0
TXN03252,2023-04-17,PRD012,WH002,,Sale,-37,144.81,0
TXN03864,2023-04-17,PRD014,WH003,,Sale,-5,104.04,0
TXN04168,2023-04-17,PRD015,WH003,,Sale,-28,48.48,0
TXN05904,2023-04-17,PRD021,WH002,,Sale,-66,28.07,0
TXN07384,2023-04-17,PRD026,WH003,,Sale,-20,54.14,0
TXN08527,2023-04-17,PRD030,WH002,,Sale,-24,137.33,0
TXN00042,2023-04-18,PRD001,WH002,,Sale,-98,27.06,0
TXN00044,2023-04-18,PRD001,WH002,,Sale,-82,28.71,0
TXN00630,2023-04-18,PRD003,WH003,,Sale,-19,127.68,0
TXN00916,2023-04-18,PRD004,WH002,,Sale,-14,138.25,0
TXN03253,2023-04-18,PRD012,WH002,,Sale,-39,143.81,0
TXN03558,2023-04-18,PRD013,WH002,,Sale,-58,34.85,0
TXN03562,2023-04-18,PRD013,WH003,,Sale,-20,35.36,0
TXN04446,2023-04-18,PRD016,WH003,,Sale,-17,184.62,0
TXN05040,2023-04-18,PRD018,WH002,,Sale,-17,239.02,0
TXN05625,2023-04-18,PRD020,WH002,,Sale,-93,39.87,0
TXN07379,2023-04-18,PRD026,WH001,,Sale,-47,53.04,0
TXN07383,2023-04-18,PRD026,WH003,,Sale,-28,55.17,0
TXN09169,2023-04-18,PRD035,WH003,,Sale,-1,734.07,0
TXN01799,2023-04-19,PRD007,WH003,,Sale,-34,86.42,0
TXN02668,2023-04-19,PRD010,WH003,,Sale,-25,25.32,0
TXN03560,2023-04-19,PRD013,WH003,,Sale,0,33.78,1
TXN04163,2023-04-19,PRD015,WH002,,Sale,-23,47.26,0
TXN04447,2023-04-19,PRD016,WH003,,Sale,-15,188.93,0
TXN04738,2023-04-19,PRD017,WH002,,Sale,-108,177.58,0
TXN05908,2023-04-19,PRD021,WH003,,Sale,-69,26.97,0
TXN06202,2023-04-19,PRD022,WH003,,Sale,-114,19.92,0
TXN06774,2023-04-19,PRD024,WH002,,Sale,-20,388.59,0
TXN07680,2023-04-19,PRD027,WH003,,Sale,-9,224.5,0
TXN07962,2023-04-19,PRD028,WH003,,Sale,-11,270.81,0
TXN08247,2023-04-19,PRD029,WH003,,Sale,-27,120.8,0
TXN08983,2023-04-19,PRD033,WH002,,Sale,-1,1319.15,0
TXN09079,2023-04-19,PRD034,WH001,,Sale,-1,524.15,0
TXN00043,2023-04-20,PRD001,WH002,,Sale,-101,27.78,0
TXN00624,2023-04-20,PRD003,WH001,,Sale,-27,131.34,0
TXN01214,2023-04-20,PRD005,WH002,,Sale,-66,67.5,0
TXN01501,2023-04-20,PRD006,WH001,,Sale,-14,150.0,0
TXN01510,2023-04-20,PRD006,WH002,,Sale,-12,155.74,0
TXN01512,2023-04-20,PRD006,WH003,,Sale,-5,142.6,0
TXN02667,2023-04-20,PRD010,WH002,,Sale,-142,25.13,0
TXN02962,2023-04-20,PRD011,WH003,,Sale,-36,58.34,0
TXN04439,2023-04-20,PRD016,WH001,,Sale,-17,185.61,0
TXN04442,2023-04-20,PRD016,WH001,,Sale,-20,179.71,0
TXN04734,2023-04-20,PRD017,WH001,,Sale,-28,182.18,0
TXN05041,2023-04-20,PRD018,WH002,,Sale,-33,257.1,0
TXN07081,2023-04-20,PRD025,WH001,,Sale,-52,132.46,0
TXN07677,2023-04-20,PRD027,WH002,,Sale,-9,221.9,0
TXN09163,2023-04-20,PRD035,WH001,,Sale,-1,754.31,0
TXN00327,2023-04-21,PRD002,WH002,,Sale,-135,50.43,0
TXN00330,2023-04-21,PRD002,WH003,,Sale,-25,50.75,0
TXN00621,2023-04-21,PRD003,WH001,,Sale,-23,124.53,0
TXN01207,2023-04-21,PRD005,WH001,,Sale,-50,70.09,0
TXN02382,2023-04-21,PRD009,WH002,,Sale,-112,20.25,0
TXN02666,2023-04-21,PRD010,WH002,,Sale,-166,24.39,0
TXN03552,2023-04-21,PRD013,WH001,,Sale,-64,35.26,0
TXN04162,2023-04-21,PRD015,WH001,,Sale,-35,48.95,0
TXN04739,2023-04-21,PRD017,WH003,,Sale,-19,181.6,0
TXN04742,2023-04-21,PRD017,WH002,SUP004,Return,6,104.0,0
TXN05043,2023-04-21,PRD018,WH002,,Sale,-16,242.36,0
TXN06771,2023-04-21,PRD024,WH001,,Sale,-23,398.88,0
TXN07678,2023-04-21,PRD027,WH002,,Sale,-7,222.61,0
TXN07963,2023-04-21,PRD028,WH003,,Sale,-12,252.16,0
TXN08239,2023-04-21,PRD029,WH001,,Sale,-64,119.5,0
TXN08521,2023-04-21,PRD030,WH001,,Sale,-64,141.92,0
TXN00045,2023-04-22,PRD001,WH003,,Sale,-63,28.42,0
TXN02961,2023-04-22,PRD011,WH003,,Sale,-20,55.97,0
TXN03255,2023-04-22,PRD012,WH002,,Sale,-33,141.68,0
TXN03859,2023-04-22,PRD014,WH002,,Sale,-19,96.97,0
TXN05036,2023-04-22,PRD018,WH001,,Sale,-27,244.84,0
TXN05627,2023-04-22,PRD020,WH002,,Sale,-186,39.1,0
TXN05902,2023-04-22,PRD021,WH002,,Sale,-69,27.78,0
TXN06488,2023-04-22,PRD023,WH002,,Sale,-95,22.6,0
TXN07086,2023-04-22,PRD025,WH003,,Sale,-12,136.71,0
TXN07385,2023-04-22,PRD026,WH003,,Sale,-44,53.85,0
TXN07672,2023-04-22,PRD027,WH001,,Sale,-18,209.0,0
TXN08525,2023-04-22,PRD030,WH002,,Sale,-20,139.96,0
TXN08532,2023-04-22,PRD030,WH003,,Sale,-11,141.92,0
TXN08533,2023-04-22,PRD030,WH003,,Sale,-15,133.36,0
TXN09166,2023-04-22,PRD035,WH002,,Sale,-1,713.71,0
TXN00325,2023-04-23,PRD002,WH001,,Sale,-109,52.05,0
TXN00629,2023-04-23,PRD003,WH003,,Sale,-17,126.16,0
TXN00912,2023-04-23,PRD004,WH002,,Sale,-13,133.95,0
TXN01801,2023-04-23,PRD007,WH003,,Sale,-21,81.7,0
TXN03248,2023-04-23,PRD012,WH001,,Sale,-32,138.87,0
TXN04445,2023-04-23,PRD016,WH003,,Sale,-11,185.62,0
TXN05335,2023-04-23,PRD019,WH002,,Sale,-57,75.66,0
TXN05623,2023-04-23,PRD020,WH001,,Sale,-165,37.74,0
TXN06775,2023-04-23,PRD024,WH002,,Sale,-18,392.13,0
TXN07084,2023-04-23,PRD025,WH002,,Sale,-27,130.25,0
TXN07085,2023-04-23,PRD025,WH002,,Sale,-22,129.24,0
TXN07675,2023-04-23,PRD027,WH002,,Sale,-12,222.51,0
TXN07676,2023-04-23,PRD027,WH002,,Sale,-11,211.93,0
TXN07679,2023-04-23,PRD027,WH003,,Sale,-8,214.09,0
TXN07965,2023-04-23,PRD028,WH003,,Sale,-15,277.23,0
TXN08246,2023-04-23,PRD029,WH003,,Sale,-27,117.34,0
TXN08523,2023-04-23,PRD030,WH001,,Sale,-60,143.96,0
TXN08888,2023-04-23,PRD032,WH001,,Sale,-1,354.57,0
TXN09078,2023-04-23,PRD034,WH001,,Sale,-1,540.41,0
TXN00331,2023-04-24,PRD002,WH003,,Sale,-48,51.83,0
TXN00911,2023-04-24,PRD004,WH001,,Sale,-60,145.41,0
TXN01800,2023-04-24,PRD007,WH003,,Sale,-32,88.46,0
TXN02663,2023-04-24,PRD010,WH001,,Sale,-84,26.16,0
TXN02670,2023-04-24,PRD010,WH003,,Sale,-23,24.83,0
TXN03247,2023-04-24,PRD012,WH001,,Sale,-54,138.93,0
TXN05037,2023-04-24,PRD018,WH001,,Sale,-39,241.66,0
TXN05628,2023-04-24,PRD020,WH003,,Sale,-54,36.42,0
TXN05900,2023-04-24,PRD021,WH001,,Sale,-199,28.3,0
TXN06195,2023-04-24,PRD022,WH001,,Sale,-255,20.76,0
TXN06491,2023-04-24,PRD023,WH003,,Sale,-136,21.44,0
TXN06779,2023-04-24,PRD024,WH003,,Sale,-11,375.98,0
TXN07673,2023-04-24,PRD027,WH001,,Sale,-21,221.84,0
TXN08522,2023-04-24,PRD030,WH001,,Sale,-78,133.76,0
TXN08815,2023-04-24,PRD031,WH002,,Sale,-1,293.37,0
TXN00917,2023-04-25,PRD004,WH003,,Sale,-12,142.62,0
TXN01505,2023-04-25,PRD006,WH001,,Sale,-9,153.18,0
TXN01508,2023-04-25,PRD006,WH002,,Sale,-5,146.3,0
TXN02101,2023-04-25,PRD008,WH001,,Sale,-45,91.3,0
TXN02665,2023-04-25,PRD010,WH001,,Sale,-150,26.1,0
TXN03553,2023-04-25,PRD013,WH001,,Sale,-94,35.67,0
TXN03559,2023-04-25,PRD013,WH002,,Sale,-47,36.13,0
TXN03563,2023-04-25,PRD013,WH003,,Sale,-42,33.7,0
TXN04443,2023-04-25,PRD016,WH002,,Sale,-25,185.66,0
TXN05035,2023-04-25,PRD018,WH001,,Sale,-31,247.45,0
TXN05624,2023-04-25,PRD020,WH001,,Sale,-222,37.76,0
TXN06772,2023-04-25,PRD024,WH001,,Sale,-37,380.0,0
TXN07671,2023-04-25,PRD027,WH001,,Sale,-18,223.25,0
TXN07960,2023-04-25,PRD028,WH002,,Sale,-26,257.86,0
TXN08817,2023-04-25,PRD031,WH003,,Sale,-1,285.2,0
TXN04441,2023-04-26,PRD016,WH001,,Sale,-25,183.98,0
TXN04735,2023-04-26,PRD017,WH001,,Sale,-52,178.38,0
TXN04737,2023-04-26,PRD017,WH002,,Sale,-56,171.62,0
TXN05630,2023-04-26,PRD020,WH003,,Sale,-78,38.95,0
TXN05901,2023-04-26,PRD021,WH002,,Sale,-56,29.06,0
TXN06487,2023-04-26,PRD023,WH002,,Sale,-111,21.02,0
TXN06492,2023-04-26,PRD023,WH003,,Sale,-107,21.97,0
TXN08526,2023-04-26,PRD030,WH002,,Sale,-24,140.73,0
TXN09081,2023-04-26,PRD034,WH002,,Sale,-1,571.67,0
TXN09171,2023-04-26,PRD035,WH003,,Sale,-1,738.4,0
TXN01205,2023-04-27,PRD005,WH001,,Sale,-45,69.38,0
TXN01211,2023-04-27,PRD005,WH002,,Sale,-56,68.48,0
TXN02662,2023-04-27,PRD010,WH001,,Sale,-62,23.78,0
TXN02958,2023-04-27,PRD011,WH002,,Sale,-120,58.65,0
TXN03555,2023-04-27,PRD013,WH002,,Sale,-27,34.61,0
TXN04740,2023-04-27,PRD017,WH003,,Sale,-31,168.28,0
TXN05034,2023-04-27,PRD018,WH001,,Sale,-35,262.08,0
TXN05042,2023-04-27,PRD018,WH002,,Sale,-31,238.54,0
TXN05045,2023-04-27,PRD018,WH003,,Sale,-14,241.12,0
TXN07674,2023-04-27,PRD027,WH002,,Sale,-13,217.43,0
TXN07682,2023-04-27,PRD027,WH003,,Sale,-7,219.59,0
TXN08810,2023-04-27,PRD031,WH001,,Sale,-1,279.4,0
TXN09083,2023-04-27,PRD034,WH003,,Sale,-1,537.02,0
TXN09084,2023-04-27,PRD034,WH003,,Sale,-1,544.68,0
TXN01509,2023-04-28,PRD006,WH002,,Sale,-9,149.98,0
TXN02102,2023-04-28,PRD008,WH002,,Sale,-40,99.25,0
TXN02106,2023-04-28,PRD008,WH003,,Sale,-14,91.19,0
TXN02385,2023-04-28,PRD009,WH003,,Sale,-149,20.14,0
TXN04169,2023-04-28,PRD015,WH003,,Sale,-32,45.77,0
TXN04444,2023-04-28,PRD016,WH002,,Sale,-40,186.51,0
TXN05048,2023-04-28,PRD018,WH003,,Sale,-19,255.0,0
TXN05626,2023-04-28,PRD020,WH002,,Sale,-105,38.01,0
TXN06198,2023-04-28,PRD022,WH002,,Sale,-126,19.66,0
TXN08891,2023-04-28,PRD032,WH002,,Sale,-1,365.51,0
TXN08978,2023-04-28,PRD033,WH001,,Sale,-1,1346.59,0
TXN08979,2023-04-28,PRD033,WH001,,Sale,-1,1318.82,0
TXN09168,2023-04-28,PRD035,WH003,,Sale,-1,726.79,0
TXN01806,2023-05-01,PRD007,WH001,,Sale,-41,81.46,0
TXN02115,2023-05-01,PRD008,WH002,,Sale,-13,94.45,0
TXN02119,2023-05-01,PRD008,WH003,SUP003,Purchase,74,60.77,0
TXN02391,2023-05-01,PRD009,WH001,,Sale,-152,19.47,0
TXN02398,2023-05-01,PRD009,WH003,SUP005,Purchase,658,12.02,0
TXN02399,2023-05-01,PRD009,WH003,,Sale,-43,19.46,0
TXN02682,2023-05-01,PRD010,WH003,SUP005,Purchase,408,15.35,0
TXN03262,2023-05-01,PRD012,WH001,,Sale,-50,142.27,0
TXN03568,2023-05-01,PRD013,WH002,SUP002,Purchase,565,21.9,0
TXN04458,2023-05-01,PRD016,WH003,,Sale,-6,190.18,0
TXN04460,2023-05-01,PRD016,WH003,,Sale,-11,177.3,0
TXN05353,2023-05-01,PRD019,WH003,,Sale,-28,76.44,0
TXN05913,2023-05-01,PRD021,WH002,SUP004,Purchase,446,18.01,0
TXN06208,2023-05-01,PRD022,WH002,SUP010,Purchase,939,11.81,0
TXN06494,2023-05-01,PRD023,WH001,,Sale,-110,21.2,0
TXN06499,2023-05-01,PRD023,WH002,SUP006,Purchase,653,13.88,0
TXN06503,2023-05-01,PRD023,WH003,,Sale,-129,22.79,0
TXN06783,2023-05-01,PRD024,WH001,SUP006,Purchase,202,270.42,0
TXN07396,2023-05-01,PRD026,WH003,SUP010,Purchase,209,35.52,0
TXN07689,2023-05-01,PRD027,WH003,SUP009,Purchase,83,146.26,0
TXN07968,2023-05-01,PRD028,WH001,,Sale,-28,264.0,0
TXN07972,2023-05-01,PRD028,WH003,SUP006,Purchase,91,179.68,0
TXN08538,2023-05-01,PRD030,WH002,SUP008,Purchase,327,96.73,0
TXN08896,2023-05-01,PRD032,WH001,,Sale,-1,362.29,0
TXN00048,2023-05-02,PRD001,WH001,SUP001,Purchase,743,18.3,0
TXN00335,2023-05-02,PRD002,WH002,SUP001,Purchase,587,31.83,0
TXN01223,2023-05-02,PRD005,WH002,,Sale,-45,71.38,0
TXN01520,2023-05-02,PRD006,WH002,,Sale,-8,143.9,0
TXN01802,2023-05-02,PRD007,WH001,SUP002,Purchase,529,54.16,0
TXN01809,2023-05-02,PRD007,WH002,,Sale,-31,88.47,0
TXN02392,2023-05-02,PRD009,WH002,SUP005,Purchase,1066,11.82,0
TXN02393,2023-05-02,PRD009,WH002,,Sale,-96,19.28,0
TXN02395,2023-05-02,PRD009,WH002,,Sale,0,19.48,1
TXN02680,2023-05-02,PRD010,WH002,,Sale,-74,24.08,0
TXN02965,2023-05-02,PRD011,WH001,SUP001,Purchase,753,36.64,0
TXN02974,2023-05-02,PRD011,WH003,SUP001,Purchase,355,39.19,0
TXN03868,2023-05-02,PRD014,WH001,,Sale,-16,96.31,0
TXN03879,2023-05-02,PRD014,WH003,SUP002,Purchase,78,63.66,0
TXN04175,2023-05-02,PRD015,WH002,,Sale,-54,48.35,0
TXN05916,2023-05-02,PRD021,WH003,SUP004,Purchase,217,18.72,0
TXN06213,2023-05-02,PRD022,WH002,,Sale,-107,19.33,0
TXN07391,2023-05-02,PRD026,WH002,SUP010,Purchase,336,35.61,0
TXN08260,2023-05-02,PRD029,WH003,SUP008,Purchase,152,79.44,0
TXN08264,2023-05-02,PRD029,WH003,,Sale,-17,121.0,0
TXN08820,2023-05-02,PRD031,WH001,SUP009,Purchase,5,174.97,0
TXN08828,2023-05-02,PRD031,WH003,,Sale,-1,280.37,0
TXN08903,2023-05-02,PRD032,WH002,,Sale,-1,365.48,0
TXN08999,2023-05-02,PRD033,WH002,,Sale,-1,1379.72,0
TXN00051,2023-05-03,PRD001,WH002,SUP001,Purchase,575,18.32,0
TXN00646,2023-05-03,PRD003,WH003,SUP001,Purchase,126,87.33,0
TXN01514,2023-05-03,PRD006,WH001,SUP002,Purchase,100,91.62,0
TXN01527,2023-05-03,PRD006,WH003,,Sale,-9,149.75,0
TXN02117,2023-05-03,PRD008,WH002,,Sale,-18,93.46,0
TXN02387,2023-05-03,PRD009,WH001,SUP005,Purchase,1411,11.84,0
TXN02388,2023-05-03,PRD009,WH001,,Sale,-169,19.67,0
TXN02673,2023-05-03,PRD010,WH001,SUP005,Purchase,1055,15.18,0
TXN02675,2023-05-03,PRD010,WH001,,Sale,-140,24.11,0
TXN02684,2023-05-03,PRD010,WH003,,Sale,-136,24.26,0
TXN02970,2023-05-03,PRD011,WH002,SUP001,Purchase,557,39.51,0
TXN03260,2023-05-03,PRD012,WH001,SUP001,Purchase,673,92.45,0
TXN03881,2023-05-03,PRD014,WH003,,Sale,-10,95.1,0
TXN04177,2023-05-03,PRD015,WH003,SUP003,Purchase,263,29.49,0
TXN04754,2023-05-03,PRD017,WH003,,Sale,-34,168.46,0
TXN05632,2023-05-03,PRD020,WH001,,Sale,-88,36.82,0
TXN06204,2023-05-03,PRD022,WH001,,Sale,-138,20.0,0
TXN06493,2023-05-03,PRD023,WH001,SUP006,Purchase,1089,13.72,0
TXN06790,2023-05-03,PRD024,WH002,,Sale,-18,378.4,0
TXN07683,2023-05-03,PRD027,WH001,SUP009,Purchase,135,144.81,0
TXN07684,2023-05-03,PRD027,WH001,,Sale,-26,220.7,0
TXN07693,2023-05-03,PRD027,WH003,,Sale,-8,220.82,0
TXN08545,2023-05-03,PRD030,WH003,,Sale,-23,137.09,0
TXN00057,2023-05-04,PRD001,WH003,SUP001,Purchase,308,17.55,0
TXN00060,2023-05-04,PRD001,WH003,,Sale,-33,26.74,0
TXN00634,2023-05-04,PRD003,WH001,SUP001,Purchase,442,84.12,0
TXN00927,2023-05-04,PRD004,WH001,,Sale,-26,133.69,0
TXN01228,2023-05-04,PRD005,WH003,SUP002,Purchase,332,46.48,0
TXN02107,2023-05-04,PRD008,WH001,SUP003,Purchase,176,59.71,0
TXN02678,2023-05-04,PRD010,WH002,,Sale,0,24.69,1
TXN03264,2023-05-04,PRD012,WH001,,Sale,-37,138.64,0
TXN03266,2023-05-04,PRD012,WH002,SUP001,Purchase,448,93.82,0
TXN03564,2023-05-04,PRD013,WH001,SUP002,Purchase,704,22.28,0
TXN03878,2023-05-04,PRD014,WH002,,Sale,-24,95.23,0
TXN04180,2023-05-04,PRD015,WH003,,Sale,-13,46.89,0
TXN04448,2023-05-04,PRD016,WH001,SUP002,Purchase,163,122.87,0
TXN04747,2023-05-04,PRD017,WH002,SUP004,Purchase,335,129.2,0
TXN05631,2023-05-04,PRD020,WH001,SUP003,Purchase,950,24.87,0
TXN05636,2023-05-04,PRD020,WH002,SUP003,Purchase,843,24.7,0
TXN06207,2023-05-04,PRD022,WH001,,Sale,-169,20.18,0
TXN07386,2023-05-04,PRD026,WH001,SUP010,Purchase,432,34.72,0
TXN07388,2023-05-04,PRD026,WH001,,Sale,-40,53.6,0
TXN07686,2023-05-04,PRD027,WH002,SUP009,Purchase,122,146.56,0
TXN08255,2023-05-04,PRD029,WH002,,Sale,-35,116.21,0
TXN08261,2023-05-04,PRD029,WH003,,Sale,-14,124.2,0
TXN08827,2023-05-04,PRD031,WH003,SUP009,Purchase,5,174.49,0
TXN08905,2023-05-04,PRD032,WH003,SUP009,Purchase,5,215.75,0
TXN08994,2023-05-04,PRD033,WH002,SUP009,Purchase,5,838.78,0
TXN09000,2023-05-04,PRD033,WH003,SUP009,Purchase,5,843.16,0
TXN09086,2023-05-04,PRD034,WH001,SUP008,Purchase,5,337.26,0
TXN09091,2023-05-04,PRD034,WH001,,Sale,-1,560.23,0
TXN09092,2023-05-04,PRD034,WH002,SUP008,Purchase,5,350.12,0
TXN09183,2023-05-04,PRD035,WH002,,Sale,-1,742.19,0
TXN00340,2023-05-05,PRD002,WH003,SUP001,Purchase,257,31.62,0
TXN00637,2023-05-05,PRD003,WH001,,Sale,-25,126.05,0
TXN01810,2023-05-05,PRD007,WH002,,Sale,-27,86.84,0
TXN02969,2023-05-05,PRD011,WH001,,Sale,-62,60.63,0
TXN03261,2023-05-05,PRD012,WH001,,Sale,-36,144.57,0
TXN03867,2023-05-05,PRD014,WH001,SUP002,Purchase,198,66.3,0
TXN04172,2023-05-05,PRD015,WH001,,Sale,-87,47.01,0
TXN04455,2023-05-05,PRD016,WH002,,Sale,-11,187.31,0
TXN05060,2023-05-05,PRD018,WH003,SUP004,Purchase,169,200.84,0
